"Start time UTC","End time UTC","Electricity consumption in Finland"
"2023-05-31T23:00:00.000Z","2023-06-01T00:00:00.000Z","6972"
"2023-06-01T00:00:00.000Z","2023-06-01T01:00:00.000Z","6877"
"2023-06-01T01:00:00.000Z","2023-06-01T02:00:00.000Z","6842"
"2023-06-01T02:00:00.000Z","2023-06-01T03:00:00.000Z","7103"
"2023-06-01T03:00:00.000Z","2023-06-01T04:00:00.000Z","7748"
"2023-06-01T04:00:00.000Z","2023-06-01T05:00:00.000Z","8235"
"2023-06-01T05:00:00.000Z","2023-06-01T06:00:00.000Z","8496"
"2023-06-01T06:00:00.000Z","2023-06-01T07:00:00.000Z","8601"
"2023-06-01T07:00:00.000Z","2023-06-01T08:00:00.000Z","8657"
"2023-06-01T08:00:00.000Z","2023-06-01T09:00:00.000Z","8774"
"2023-06-01T09:00:00.000Z","2023-06-01T10:00:00.000Z","8766"
"2023-06-01T10:00:00.000Z","2023-06-01T11:00:00.000Z","8663"
"2023-06-01T11:00:00.000Z","2023-06-01T12:00:00.000Z","8563"
"2023-06-01T12:00:00.000Z","2023-06-01T13:00:00.000Z","8454"
"2023-06-01T13:00:00.000Z","2023-06-01T14:00:00.000Z","8492"
"2023-06-01T14:00:00.000Z","2023-06-01T15:00:00.000Z","8421"
"2023-06-01T15:00:00.000Z","2023-06-01T16:00:00.000Z","8464"
"2023-06-01T16:00:00.000Z","2023-06-01T17:00:00.000Z","8585"
"2023-06-01T17:00:00.000Z","2023-06-01T18:00:00.000Z","8559"
"2023-06-01T18:00:00.000Z","2023-06-01T19:00:00.000Z","8319"
"2023-06-01T19:00:00.000Z","2023-06-01T20:00:00.000Z","8336"
"2023-06-01T20:00:00.000Z","2023-06-01T21:00:00.000Z","8225"
"2023-06-01T21:00:00.000Z","2023-06-01T22:00:00.000Z","7820"
"2023-06-01T22:00:00.000Z","2023-06-01T23:00:00.000Z","7554"
"2023-06-01T23:00:00.000Z","2023-06-02T00:00:00.000Z","7485"
"2023-06-02T00:00:00.000Z","2023-06-02T01:00:00.000Z","7412"
"2023-06-02T01:00:00.000Z","2023-06-02T02:00:00.000Z","7325"
"2023-06-02T02:00:00.000Z","2023-06-02T03:00:00.000Z","7512"
"2023-06-02T03:00:00.000Z","2023-06-02T04:00:00.000Z","8169"
"2023-06-02T04:00:00.000Z","2023-06-02T05:00:00.000Z","8659"
"2023-06-02T05:00:00.000Z","2023-06-02T06:00:00.000Z","8906"
"2023-06-02T06:00:00.000Z","2023-06-02T07:00:00.000Z","8906"
"2023-06-02T07:00:00.000Z","2023-06-02T08:00:00.000Z","8990"
"2023-06-02T08:00:00.000Z","2023-06-02T09:00:00.000Z","9012"
"2023-06-02T09:00:00.000Z","2023-06-02T10:00:00.000Z","8961"
"2023-06-02T10:00:00.000Z","2023-06-02T11:00:00.000Z","8893"
"2023-06-02T11:00:00.000Z","2023-06-02T12:00:00.000Z","8688"
"2023-06-02T12:00:00.000Z","2023-06-02T13:00:00.000Z","8565"
"2023-06-02T13:00:00.000Z","2023-06-02T14:00:00.000Z","8585"
"2023-06-02T14:00:00.000Z","2023-06-02T15:00:00.000Z","8560"
"2023-06-02T15:00:00.000Z","2023-06-02T16:00:00.000Z","8510"
"2023-06-02T16:00:00.000Z","2023-06-02T17:00:00.000Z","8555"
"2023-06-02T17:00:00.000Z","2023-06-02T18:00:00.000Z","8451"
"2023-06-02T18:00:00.000Z","2023-06-02T19:00:00.000Z","8099"
"2023-06-02T19:00:00.000Z","2023-06-02T20:00:00.000Z","8111"
"2023-06-02T20:00:00.000Z","2023-06-02T21:00:00.000Z","8026"
"2023-06-02T21:00:00.000Z","2023-06-02T22:00:00.000Z","7676"
"2023-06-02T22:00:00.000Z","2023-06-02T23:00:00.000Z","7403"
"2023-06-02T23:00:00.000Z","2023-06-03T00:00:00.000Z","7300"
"2023-06-03T00:00:00.000Z","2023-06-03T01:00:00.000Z","7105"
"2023-06-03T01:00:00.000Z","2023-06-03T02:00:00.000Z","7027"
"2023-06-03T02:00:00.000Z","2023-06-03T03:00:00.000Z","7050"
"2023-06-03T03:00:00.000Z","2023-06-03T04:00:00.000Z","7209"
"2023-06-03T04:00:00.000Z","2023-06-03T05:00:00.000Z","7434"
"2023-06-03T05:00:00.000Z","2023-06-03T06:00:00.000Z","7522"
"2023-06-03T06:00:00.000Z","2023-06-03T07:00:00.000Z","7520"
"2023-06-03T07:00:00.000Z","2023-06-03T08:00:00.000Z","7696"
"2023-06-03T08:00:00.000Z","2023-06-03T09:00:00.000Z","7676"
"2023-06-03T09:00:00.000Z","2023-06-03T10:00:00.000Z","7700"
"2023-06-03T10:00:00.000Z","2023-06-03T11:00:00.000Z","7798"
"2023-06-03T11:00:00.000Z","2023-06-03T12:00:00.000Z","7752"
"2023-06-03T12:00:00.000Z","2023-06-03T13:00:00.000Z","7751"
"2023-06-03T13:00:00.000Z","2023-06-03T14:00:00.000Z","7790"
"2023-06-03T14:00:00.000Z","2023-06-03T15:00:00.000Z","7912"
"2023-06-03T15:00:00.000Z","2023-06-03T16:00:00.000Z","7970"
"2023-06-03T16:00:00.000Z","2023-06-03T17:00:00.000Z","7997"
"2023-06-03T17:00:00.000Z","2023-06-03T18:00:00.000Z","7965"
"2023-06-03T18:00:00.000Z","2023-06-03T19:00:00.000Z","7705"
"2023-06-03T19:00:00.000Z","2023-06-03T20:00:00.000Z","7812"
"2023-06-03T20:00:00.000Z","2023-06-03T21:00:00.000Z","7746"
"2023-06-03T21:00:00.000Z","2023-06-03T22:00:00.000Z","7459"
"2023-06-03T22:00:00.000Z","2023-06-03T23:00:00.000Z","7146"
"2023-06-03T23:00:00.000Z","2023-06-04T00:00:00.000Z","6985"
"2023-06-04T00:00:00.000Z","2023-06-04T01:00:00.000Z","6861"
"2023-06-04T01:00:00.000Z","2023-06-04T02:00:00.000Z","6710"
"2023-06-04T02:00:00.000Z","2023-06-04T03:00:00.000Z","6654"
"2023-06-04T03:00:00.000Z","2023-06-04T04:00:00.000Z","6780"
"2023-06-04T04:00:00.000Z","2023-06-04T05:00:00.000Z","6878"
"2023-06-04T05:00:00.000Z","2023-06-04T06:00:00.000Z","7073"
"2023-06-04T06:00:00.000Z","2023-06-04T07:00:00.000Z","7186"
"2023-06-04T07:00:00.000Z","2023-06-04T08:00:00.000Z","7341"
"2023-06-04T08:00:00.000Z","2023-06-04T09:00:00.000Z","7541"
"2023-06-04T09:00:00.000Z","2023-06-04T10:00:00.000Z","7586"
"2023-06-04T10:00:00.000Z","2023-06-04T11:00:00.000Z","7542"
"2023-06-04T11:00:00.000Z","2023-06-04T12:00:00.000Z","7436"
"2023-06-04T12:00:00.000Z","2023-06-04T13:00:00.000Z","7444"
"2023-06-04T13:00:00.000Z","2023-06-04T14:00:00.000Z","7446"
"2023-06-04T14:00:00.000Z","2023-06-04T15:00:00.000Z","7487"
"2023-06-04T15:00:00.000Z","2023-06-04T16:00:00.000Z","7497"
"2023-06-04T16:00:00.000Z","2023-06-04T17:00:00.000Z","7593"
"2023-06-04T17:00:00.000Z","2023-06-04T18:00:00.000Z","7557"
"2023-06-04T18:00:00.000Z","2023-06-04T19:00:00.000Z","7307"
"2023-06-04T19:00:00.000Z","2023-06-04T20:00:00.000Z","7457"
"2023-06-04T20:00:00.000Z","2023-06-04T21:00:00.000Z","7440"
"2023-06-04T21:00:00.000Z","2023-06-04T22:00:00.000Z","7226"
"2023-06-04T22:00:00.000Z","2023-06-04T23:00:00.000Z","6998"
"2023-06-04T23:00:00.000Z","2023-06-05T00:00:00.000Z","6871"
"2023-06-05T00:00:00.000Z","2023-06-05T01:00:00.000Z","6785"
"2023-06-05T01:00:00.000Z","2023-06-05T02:00:00.000Z","6738"
"2023-06-05T02:00:00.000Z","2023-06-05T03:00:00.000Z","6954"
"2023-06-05T03:00:00.000Z","2023-06-05T04:00:00.000Z","7568"
"2023-06-05T04:00:00.000Z","2023-06-05T05:00:00.000Z","8074"
"2023-06-05T05:00:00.000Z","2023-06-05T06:00:00.000Z","8256"
"2023-06-05T06:00:00.000Z","2023-06-05T07:00:00.000Z","8334"
"2023-06-05T07:00:00.000Z","2023-06-05T08:00:00.000Z","8327"
"2023-06-05T08:00:00.000Z","2023-06-05T09:00:00.000Z","8357"
"2023-06-05T09:00:00.000Z","2023-06-05T10:00:00.000Z","8359"
"2023-06-05T10:00:00.000Z","2023-06-05T11:00:00.000Z","8376"
"2023-06-05T11:00:00.000Z","2023-06-05T12:00:00.000Z","8285"
"2023-06-05T12:00:00.000Z","2023-06-05T13:00:00.000Z","8221"
"2023-06-05T13:00:00.000Z","2023-06-05T14:00:00.000Z","8078"
"2023-06-05T14:00:00.000Z","2023-06-05T15:00:00.000Z","8041"
"2023-06-05T15:00:00.000Z","2023-06-05T16:00:00.000Z","7947"
"2023-06-05T16:00:00.000Z","2023-06-05T17:00:00.000Z","8094"
"2023-06-05T17:00:00.000Z","2023-06-05T18:00:00.000Z","8020"
"2023-06-05T18:00:00.000Z","2023-06-05T19:00:00.000Z","7749"
"2023-06-05T19:00:00.000Z","2023-06-05T20:00:00.000Z","7793"
"2023-06-05T20:00:00.000Z","2023-06-05T21:00:00.000Z","7734"
"2023-06-05T21:00:00.000Z","2023-06-05T22:00:00.000Z","7489"
"2023-06-05T22:00:00.000Z","2023-06-05T23:00:00.000Z","7203"
"2023-06-05T23:00:00.000Z","2023-06-06T00:00:00.000Z","7056"
"2023-06-06T00:00:00.000Z","2023-06-06T01:00:00.000Z","6834"
"2023-06-06T01:00:00.000Z","2023-06-06T02:00:00.000Z","6816"
"2023-06-06T02:00:00.000Z","2023-06-06T03:00:00.000Z","6957"
"2023-06-06T03:00:00.000Z","2023-06-06T04:00:00.000Z","7605"
"2023-06-06T04:00:00.000Z","2023-06-06T05:00:00.000Z","8027"
"2023-06-06T05:00:00.000Z","2023-06-06T06:00:00.000Z","8234"
"2023-06-06T06:00:00.000Z","2023-06-06T07:00:00.000Z","8277"
"2023-06-06T07:00:00.000Z","2023-06-06T08:00:00.000Z","8301"
"2023-06-06T08:00:00.000Z","2023-06-06T09:00:00.000Z","8358"
"2023-06-06T09:00:00.000Z","2023-06-06T10:00:00.000Z","8342"
"2023-06-06T10:00:00.000Z","2023-06-06T11:00:00.000Z","8286"
"2023-06-06T11:00:00.000Z","2023-06-06T12:00:00.000Z","8187"
"2023-06-06T12:00:00.000Z","2023-06-06T13:00:00.000Z","8136"
"2023-06-06T13:00:00.000Z","2023-06-06T14:00:00.000Z","8172"
"2023-06-06T14:00:00.000Z","2023-06-06T15:00:00.000Z","8213"
"2023-06-06T15:00:00.000Z","2023-06-06T16:00:00.000Z","8177"
"2023-06-06T16:00:00.000Z","2023-06-06T17:00:00.000Z","8188"
"2023-06-06T17:00:00.000Z","2023-06-06T18:00:00.000Z","8159"
"2023-06-06T18:00:00.000Z","2023-06-06T19:00:00.000Z","7823"
"2023-06-06T19:00:00.000Z","2023-06-06T20:00:00.000Z","7864"
"2023-06-06T20:00:00.000Z","2023-06-06T21:00:00.000Z","7688"
"2023-06-06T21:00:00.000Z","2023-06-06T22:00:00.000Z","7403"
"2023-06-06T22:00:00.000Z","2023-06-06T23:00:00.000Z","7183"
"2023-06-06T23:00:00.000Z","2023-06-07T00:00:00.000Z","7060"
"2023-06-07T00:00:00.000Z","2023-06-07T01:00:00.000Z","6958"
"2023-06-07T01:00:00.000Z","2023-06-07T02:00:00.000Z","6956"
"2023-06-07T02:00:00.000Z","2023-06-07T03:00:00.000Z","7059"
"2023-06-07T03:00:00.000Z","2023-06-07T04:00:00.000Z","7699"
"2023-06-07T04:00:00.000Z","2023-06-07T05:00:00.000Z","8052"
"2023-06-07T05:00:00.000Z","2023-06-07T06:00:00.000Z","8219"
"2023-06-07T06:00:00.000Z","2023-06-07T07:00:00.000Z","8249"
"2023-06-07T07:00:00.000Z","2023-06-07T08:00:00.000Z","8283"
"2023-06-07T08:00:00.000Z","2023-06-07T09:00:00.000Z","8444"
"2023-06-07T09:00:00.000Z","2023-06-07T10:00:00.000Z","8400"
"2023-06-07T10:00:00.000Z","2023-06-07T11:00:00.000Z","8282"
"2023-06-07T11:00:00.000Z","2023-06-07T12:00:00.000Z","8212"
"2023-06-07T12:00:00.000Z","2023-06-07T13:00:00.000Z","8116"
"2023-06-07T13:00:00.000Z","2023-06-07T14:00:00.000Z","8125"
"2023-06-07T14:00:00.000Z","2023-06-07T15:00:00.000Z","8155"
"2023-06-07T15:00:00.000Z","2023-06-07T16:00:00.000Z","8126"
"2023-06-07T16:00:00.000Z","2023-06-07T17:00:00.000Z","8230"
"2023-06-07T17:00:00.000Z","2023-06-07T18:00:00.000Z","8139"
"2023-06-07T18:00:00.000Z","2023-06-07T19:00:00.000Z","7904"
"2023-06-07T19:00:00.000Z","2023-06-07T20:00:00.000Z","7962"
"2023-06-07T20:00:00.000Z","2023-06-07T21:00:00.000Z","7856"
"2023-06-07T21:00:00.000Z","2023-06-07T22:00:00.000Z","7526"
"2023-06-07T22:00:00.000Z","2023-06-07T23:00:00.000Z","7261"
"2023-06-07T23:00:00.000Z","2023-06-08T00:00:00.000Z","7140"
"2023-06-08T00:00:00.000Z","2023-06-08T01:00:00.000Z","7081"
"2023-06-08T01:00:00.000Z","2023-06-08T02:00:00.000Z","7109"
"2023-06-08T02:00:00.000Z","2023-06-08T03:00:00.000Z","7208"
"2023-06-08T03:00:00.000Z","2023-06-08T04:00:00.000Z","7898"
"2023-06-08T04:00:00.000Z","2023-06-08T05:00:00.000Z","8355"
"2023-06-08T05:00:00.000Z","2023-06-08T06:00:00.000Z","8681"
"2023-06-08T06:00:00.000Z","2023-06-08T07:00:00.000Z","8821"
"2023-06-08T07:00:00.000Z","2023-06-08T08:00:00.000Z","8874"
"2023-06-08T08:00:00.000Z","2023-06-08T09:00:00.000Z","8852"
"2023-06-08T09:00:00.000Z","2023-06-08T10:00:00.000Z","8992"
"2023-06-08T10:00:00.000Z","2023-06-08T11:00:00.000Z","8916"
"2023-06-08T11:00:00.000Z","2023-06-08T12:00:00.000Z","8665"
"2023-06-08T12:00:00.000Z","2023-06-08T13:00:00.000Z","8614"
"2023-06-08T13:00:00.000Z","2023-06-08T14:00:00.000Z","8589"
"2023-06-08T14:00:00.000Z","2023-06-08T15:00:00.000Z","8456"
"2023-06-08T15:00:00.000Z","2023-06-08T16:00:00.000Z","8360"
"2023-06-08T16:00:00.000Z","2023-06-08T17:00:00.000Z","8359"
"2023-06-08T17:00:00.000Z","2023-06-08T18:00:00.000Z","8254"
"2023-06-08T18:00:00.000Z","2023-06-08T19:00:00.000Z","7971"
"2023-06-08T19:00:00.000Z","2023-06-08T20:00:00.000Z","8030"
"2023-06-08T20:00:00.000Z","2023-06-08T21:00:00.000Z","7912"
"2023-06-08T21:00:00.000Z","2023-06-08T22:00:00.000Z","7607"
"2023-06-08T22:00:00.000Z","2023-06-08T23:00:00.000Z","7407"
"2023-06-08T23:00:00.000Z","2023-06-09T00:00:00.000Z","7306"
"2023-06-09T00:00:00.000Z","2023-06-09T01:00:00.000Z","7189"
"2023-06-09T01:00:00.000Z","2023-06-09T02:00:00.000Z","7186"
"2023-06-09T02:00:00.000Z","2023-06-09T03:00:00.000Z","7301"
"2023-06-09T03:00:00.000Z","2023-06-09T04:00:00.000Z","7912"
"2023-06-09T04:00:00.000Z","2023-06-09T05:00:00.000Z","8288"
"2023-06-09T05:00:00.000Z","2023-06-09T06:00:00.000Z","8443"
"2023-06-09T06:00:00.000Z","2023-06-09T07:00:00.000Z","8539"
"2023-06-09T07:00:00.000Z","2023-06-09T08:00:00.000Z","8496"
"2023-06-09T08:00:00.000Z","2023-06-09T09:00:00.000Z","8450"
"2023-06-09T09:00:00.000Z","2023-06-09T10:00:00.000Z","8472"
"2023-06-09T10:00:00.000Z","2023-06-09T11:00:00.000Z","8347"
"2023-06-09T11:00:00.000Z","2023-06-09T12:00:00.000Z","8247"
"2023-06-09T12:00:00.000Z","2023-06-09T13:00:00.000Z","8104"
"2023-06-09T13:00:00.000Z","2023-06-09T14:00:00.000Z","8042"
"2023-06-09T14:00:00.000Z","2023-06-09T15:00:00.000Z","8024"
"2023-06-09T15:00:00.000Z","2023-06-09T16:00:00.000Z","7940"
"2023-06-09T16:00:00.000Z","2023-06-09T17:00:00.000Z","7990"
"2023-06-09T17:00:00.000Z","2023-06-09T18:00:00.000Z","7919"
"2023-06-09T18:00:00.000Z","2023-06-09T19:00:00.000Z","7659"
"2023-06-09T19:00:00.000Z","2023-06-09T20:00:00.000Z","7709"
"2023-06-09T20:00:00.000Z","2023-06-09T21:00:00.000Z","7665"
"2023-06-09T21:00:00.000Z","2023-06-09T22:00:00.000Z","7373"
"2023-06-09T22:00:00.000Z","2023-06-09T23:00:00.000Z","7136"
"2023-06-09T23:00:00.000Z","2023-06-10T00:00:00.000Z","7048"
"2023-06-10T00:00:00.000Z","2023-06-10T01:00:00.000Z","6953"
"2023-06-10T01:00:00.000Z","2023-06-10T02:00:00.000Z","6895"
"2023-06-10T02:00:00.000Z","2023-06-10T03:00:00.000Z","6946"
"2023-06-10T03:00:00.000Z","2023-06-10T04:00:00.000Z","7091"
"2023-06-10T04:00:00.000Z","2023-06-10T05:00:00.000Z","7128"
"2023-06-10T05:00:00.000Z","2023-06-10T06:00:00.000Z","7254"
"2023-06-10T06:00:00.000Z","2023-06-10T07:00:00.000Z","7323"
"2023-06-10T07:00:00.000Z","2023-06-10T08:00:00.000Z","7397"
"2023-06-10T08:00:00.000Z","2023-06-10T09:00:00.000Z","7446"
"2023-06-10T09:00:00.000Z","2023-06-10T10:00:00.000Z","7485"
"2023-06-10T10:00:00.000Z","2023-06-10T11:00:00.000Z","7518"
"2023-06-10T11:00:00.000Z","2023-06-10T12:00:00.000Z","7467"
"2023-06-10T12:00:00.000Z","2023-06-10T13:00:00.000Z","7461"
"2023-06-10T13:00:00.000Z","2023-06-10T14:00:00.000Z","7504"
"2023-06-10T14:00:00.000Z","2023-06-10T15:00:00.000Z","7600"
"2023-06-10T15:00:00.000Z","2023-06-10T16:00:00.000Z","7562"
"2023-06-10T16:00:00.000Z","2023-06-10T17:00:00.000Z","7571"
"2023-06-10T17:00:00.000Z","2023-06-10T18:00:00.000Z","7508"
"2023-06-10T18:00:00.000Z","2023-06-10T19:00:00.000Z","7258"
"2023-06-10T19:00:00.000Z","2023-06-10T20:00:00.000Z","7360"
"2023-06-10T20:00:00.000Z","2023-06-10T21:00:00.000Z","7367"
"2023-06-10T21:00:00.000Z","2023-06-10T22:00:00.000Z","7129"
"2023-06-10T22:00:00.000Z","2023-06-10T23:00:00.000Z","6967"
"2023-06-10T23:00:00.000Z","2023-06-11T00:00:00.000Z","6876"
"2023-06-11T00:00:00.000Z","2023-06-11T01:00:00.000Z","6763"
"2023-06-11T01:00:00.000Z","2023-06-11T02:00:00.000Z","6739"
"2023-06-11T02:00:00.000Z","2023-06-11T03:00:00.000Z","6758"
"2023-06-11T03:00:00.000Z","2023-06-11T04:00:00.000Z","6831"
"2023-06-11T04:00:00.000Z","2023-06-11T05:00:00.000Z","6811"
"2023-06-11T05:00:00.000Z","2023-06-11T06:00:00.000Z","6840"
"2023-06-11T06:00:00.000Z","2023-06-11T07:00:00.000Z","7054"
"2023-06-11T07:00:00.000Z","2023-06-11T08:00:00.000Z","7207"
"2023-06-11T08:00:00.000Z","2023-06-11T09:00:00.000Z","7334"
"2023-06-11T09:00:00.000Z","2023-06-11T10:00:00.000Z","7369"
"2023-06-11T10:00:00.000Z","2023-06-11T11:00:00.000Z","7389"
"2023-06-11T11:00:00.000Z","2023-06-11T12:00:00.000Z","7366"
"2023-06-11T12:00:00.000Z","2023-06-11T13:00:00.000Z","7402"
"2023-06-11T13:00:00.000Z","2023-06-11T14:00:00.000Z","7436"
"2023-06-11T14:00:00.000Z","2023-06-11T15:00:00.000Z","7517"
"2023-06-11T15:00:00.000Z","2023-06-11T16:00:00.000Z","7559"
"2023-06-11T16:00:00.000Z","2023-06-11T17:00:00.000Z","7636"
"2023-06-11T17:00:00.000Z","2023-06-11T18:00:00.000Z","7640"
"2023-06-11T18:00:00.000Z","2023-06-11T19:00:00.000Z","7430"
"2023-06-11T19:00:00.000Z","2023-06-11T20:00:00.000Z","7548"
"2023-06-11T20:00:00.000Z","2023-06-11T21:00:00.000Z","7494"
"2023-06-11T21:00:00.000Z","2023-06-11T22:00:00.000Z","7265"
"2023-06-11T22:00:00.000Z","2023-06-11T23:00:00.000Z","7052"
"2023-06-11T23:00:00.000Z","2023-06-12T00:00:00.000Z","6936"
"2023-06-12T00:00:00.000Z","2023-06-12T01:00:00.000Z","6810"
"2023-06-12T01:00:00.000Z","2023-06-12T02:00:00.000Z","6815"
"2023-06-12T02:00:00.000Z","2023-06-12T03:00:00.000Z","6952"
"2023-06-12T03:00:00.000Z","2023-06-12T04:00:00.000Z","7489"
"2023-06-12T04:00:00.000Z","2023-06-12T05:00:00.000Z","7845"
"2023-06-12T05:00:00.000Z","2023-06-12T06:00:00.000Z","8123"
"2023-06-12T06:00:00.000Z","2023-06-12T07:00:00.000Z","8279"
"2023-06-12T07:00:00.000Z","2023-06-12T08:00:00.000Z","8300"
"2023-06-12T08:00:00.000Z","2023-06-12T09:00:00.000Z","8309"
"2023-06-12T09:00:00.000Z","2023-06-12T10:00:00.000Z","8292"
"2023-06-12T10:00:00.000Z","2023-06-12T11:00:00.000Z","8267"
"2023-06-12T11:00:00.000Z","2023-06-12T12:00:00.000Z","8222"
"2023-06-12T12:00:00.000Z","2023-06-12T13:00:00.000Z","8172"
"2023-06-12T13:00:00.000Z","2023-06-12T14:00:00.000Z","8226"
"2023-06-12T14:00:00.000Z","2023-06-12T15:00:00.000Z","8222"
"2023-06-12T15:00:00.000Z","2023-06-12T16:00:00.000Z","8132"
"2023-06-12T16:00:00.000Z","2023-06-12T17:00:00.000Z","8125"
"2023-06-12T17:00:00.000Z","2023-06-12T18:00:00.000Z","8081"
"2023-06-12T18:00:00.000Z","2023-06-12T19:00:00.000Z","7771"
"2023-06-12T19:00:00.000Z","2023-06-12T20:00:00.000Z","7755"
"2023-06-12T20:00:00.000Z","2023-06-12T21:00:00.000Z","7573"
"2023-06-12T21:00:00.000Z","2023-06-12T22:00:00.000Z","7245"
"2023-06-12T22:00:00.000Z","2023-06-12T23:00:00.000Z","6973"
"2023-06-12T23:00:00.000Z","2023-06-13T00:00:00.000Z","6864"
"2023-06-13T00:00:00.000Z","2023-06-13T01:00:00.000Z","6743"
"2023-06-13T01:00:00.000Z","2023-06-13T02:00:00.000Z","6716"
"2023-06-13T02:00:00.000Z","2023-06-13T03:00:00.000Z","6884"
"2023-06-13T03:00:00.000Z","2023-06-13T04:00:00.000Z","7436"
"2023-06-13T04:00:00.000Z","2023-06-13T05:00:00.000Z","7728"
"2023-06-13T05:00:00.000Z","2023-06-13T06:00:00.000Z","7949"
"2023-06-13T06:00:00.000Z","2023-06-13T07:00:00.000Z","8079"
"2023-06-13T07:00:00.000Z","2023-06-13T08:00:00.000Z","8107"
"2023-06-13T08:00:00.000Z","2023-06-13T09:00:00.000Z","8164"
"2023-06-13T09:00:00.000Z","2023-06-13T10:00:00.000Z","8244"
"2023-06-13T10:00:00.000Z","2023-06-13T11:00:00.000Z","8204"
"2023-06-13T11:00:00.000Z","2023-06-13T12:00:00.000Z","8138"
"2023-06-13T12:00:00.000Z","2023-06-13T13:00:00.000Z","8074"
"2023-06-13T12:30:00.000Z","2023-06-13T12:45:00.000Z","8130"
"2023-06-13T12:45:00.000Z","2023-06-13T13:00:00.000Z","8074"
"2023-06-13T13:00:00.000Z","2023-06-13T13:15:00.000Z","7323"
"2023-06-13T13:15:00.000Z","2023-06-13T13:30:00.000Z","7323"
"2023-06-13T13:30:00.000Z","2023-06-13T13:45:00.000Z","7323"
"2023-06-13T13:45:00.000Z","2023-06-13T14:00:00.000Z","7323"
"2023-06-13T14:00:00.000Z","2023-06-13T14:15:00.000Z","7323"
"2023-06-13T14:15:00.000Z","2023-06-13T14:30:00.000Z","7323"
"2023-06-13T14:30:00.000Z","2023-06-13T14:45:00.000Z","7323"
"2023-06-13T14:45:00.000Z","2023-06-13T15:00:00.000Z","7323"
"2023-06-13T15:00:00.000Z","2023-06-13T15:15:00.000Z","7323"
"2023-06-13T15:15:00.000Z","2023-06-13T15:30:00.000Z","7323"
"2023-06-13T15:30:00.000Z","2023-06-13T15:45:00.000Z","7323"
"2023-06-13T15:45:00.000Z","2023-06-13T16:00:00.000Z","7323"
"2023-06-13T16:00:00.000Z","2023-06-13T16:15:00.000Z","7323"
"2023-06-13T16:15:00.000Z","2023-06-13T16:30:00.000Z","7323"
"2023-06-13T16:30:00.000Z","2023-06-13T16:45:00.000Z","7323"
"2023-06-13T16:45:00.000Z","2023-06-13T17:00:00.000Z","7323"
"2023-06-13T17:00:00.000Z","2023-06-13T17:15:00.000Z","7323"
"2023-06-13T17:15:00.000Z","2023-06-13T17:30:00.000Z","7323"
"2023-06-13T17:30:00.000Z","2023-06-13T17:45:00.000Z","7323"
"2023-06-13T17:45:00.000Z","2023-06-13T18:00:00.000Z","7323"
"2023-06-13T18:00:00.000Z","2023-06-13T18:15:00.000Z","7323"
"2023-06-13T18:15:00.000Z","2023-06-13T18:30:00.000Z","7323"
"2023-06-13T18:30:00.000Z","2023-06-13T18:45:00.000Z","7323"
"2023-06-13T18:45:00.000Z","2023-06-13T19:00:00.000Z","7323"
"2023-06-13T19:00:00.000Z","2023-06-13T19:15:00.000Z","7323"
"2023-06-13T19:15:00.000Z","2023-06-13T19:30:00.000Z","7323"
"2023-06-13T19:30:00.000Z","2023-06-13T19:45:00.000Z","7323"
"2023-06-13T19:45:00.000Z","2023-06-13T20:00:00.000Z","7323"
"2023-06-13T20:00:00.000Z","2023-06-13T20:15:00.000Z","7323"
"2023-06-13T20:15:00.000Z","2023-06-13T20:30:00.000Z","7323"
"2023-06-13T20:30:00.000Z","2023-06-13T20:45:00.000Z","7323"
"2023-06-13T20:45:00.000Z","2023-06-13T21:00:00.000Z","7323"
"2023-06-13T21:00:00.000Z","2023-06-13T21:15:00.000Z","7323"
"2023-06-13T21:15:00.000Z","2023-06-13T21:30:00.000Z","7323"
"2023-06-13T21:30:00.000Z","2023-06-13T21:45:00.000Z","7323"
"2023-06-13T21:45:00.000Z","2023-06-13T22:00:00.000Z","6962"
"2023-06-13T22:00:00.000Z","2023-06-13T22:15:00.000Z","6962"
"2023-06-13T22:15:00.000Z","2023-06-13T22:30:00.000Z","6793"
"2023-06-13T22:30:00.000Z","2023-06-13T22:45:00.000Z","6793"
"2023-06-13T22:45:00.000Z","2023-06-13T23:00:00.000Z","6677"
"2023-06-13T23:00:00.000Z","2023-06-13T23:15:00.000Z","7995"
"2023-06-13T23:15:00.000Z","2023-06-13T23:30:00.000Z","7995"
"2023-06-13T23:30:00.000Z","2023-06-13T23:45:00.000Z","7995"
"2023-06-13T23:45:00.000Z","2023-06-14T00:00:00.000Z","7995"
"2023-06-14T00:00:00.000Z","2023-06-14T00:15:00.000Z","7995"
"2023-06-14T00:15:00.000Z","2023-06-14T00:30:00.000Z","7995"
"2023-06-14T00:30:00.000Z","2023-06-14T00:45:00.000Z","7995"
"2023-06-14T00:45:00.000Z","2023-06-14T01:00:00.000Z","7995"
"2023-06-14T01:00:00.000Z","2023-06-14T01:15:00.000Z","7995"
"2023-06-14T01:15:00.000Z","2023-06-14T01:30:00.000Z","7995"
"2023-06-14T01:30:00.000Z","2023-06-14T01:45:00.000Z","7995"
"2023-06-14T01:45:00.000Z","2023-06-14T02:00:00.000Z","7995"
"2023-06-14T02:00:00.000Z","2023-06-14T02:15:00.000Z","7995"
"2023-06-14T02:15:00.000Z","2023-06-14T02:30:00.000Z","7995"
